user_id;community_id
100000000;-10001016
100000000;-10000497
100000000;-10000258
100000000;-10000393
100000000;-10000785
100000000;-10000100
100000000;-10000332
100000000;-10000181
100000000;-10000555
100000000;-10000507
100000000;-10000203
100000000;-10000658
100000000;-10000865
100000000;-10000629
100000000;-10000333
100000000;-10000770
100000000;-10000312
100000000;-10000510
100000000;-10001043
100000000;-10000179
100000000;-10000075
100000000;-10000738
100000000;-10000554
100000000;-10001089
100000000;-10000657
100000000;-10000363
100000000;-10000388
100000000;-10000736
100000000;-10000409
100000000;-10000336
100000000;-10000711
100000000;-10001073
100000000;-10000429
100000000;-10000166
100000000;-10000272
100000000;-10000163
100000000;-10000844
100000000;-10000416
100000000;-10000726
100000000;-10000234
100000000;-10000477
100000000;-10000659
100000000;-10000202
100000000;-10000993
100000000;-10000109
100000000;-10000809
100000000;-10000033
100000000;-10000081
100000000;-10001194
100000000;-10000652
100000000;-10000020
100000000;-10000077
100000000;-10000846
100000000;-10000329
100000001;-10000376
100000001;-10000162
100000001;-10000588
100000001;-10000639
100000001;-10000011
100000001;-10000596
100000001;-10001141
100000001;-10000808
100000001;-10000516
100000001;-10000287
100000001;-10000271
100000001;-10000251
100000001;-10000228
100000001;-10001144
100000001;-10000001
100000001;-10000942
100000001;-10000943
100000001;-10000354
100000001;-10000969
100000001;-10001029
100000001;-10000056
100000001;-10001123
100000001;-10000318
100000001;-10000027
100000001;-10000309
100000001;-10000230
100000001;-10000080
100000001;-10000793
100000001;-10000646
100000001;-10000534
100000001;-10000130
100000001;-10000841
100000001;-10000549
100000001;-10001190
100000001;-10001098
100000001;-10000794
100000001;-10000615
100000001;-10000909
100000001;-10000263
100000001;-10000683
100000001;-10000756
100000001;-10000301
100000001;-10000199
100000001;-10000201
100000001;-10000825
100000001;-10000367
100000001;-10000649
100000001;-10000527
100000001;-10000366
100000001;-10001171
100000001;-10000405
100000001;-10000021
100000002;-10000905
100000002;-10000587
100000002;-10000792
100000002;-10000503
100000002;-10001097
100000002;-10000053
100000002;-10001158
100000002;-10000498
100000002;-10000172
100000002;-10001031
100000002;-10001090
100000002;-10001127
100000002;-10000892
100000002;-10000112
100000002;-10000341
100000002;-10000185
100000002;-10000244
100000002;-10000098
100000002;-10000682
100000002;-10000288
100000002;-10000520
100000002;-10000178
100000002;-10000904
100000002;-10000998
100000002;-10000979
100000002;-10001037
100000002;-10001181
100000002;-10000452
100000002;-10001157
100000002;-10001130
100000002;-10000257
100000002;-10000176
100000002;-10000557
100000002;-10000350
100000002;-10000728
100000002;-10000284
100000002;-10000515
100000002;-10001182
100000002;-10000757
100000002;-10000347
100000002;-10000732
100000002;-10001081
100000002;-10000701
100000002;-10000994
100000002;-10000541
100000002;-10000779
100000002;-10000007
100000002;-10000370
100000002;-10000801
100000002;-10000640
100000002;-10000026
100000002;-10000803
100000002;-10000360
100000002;-10001162
100000003;-10000381
100000003;-10000785
100000003;-10001167
100000003;-10000330
100000003;-10000824
100000003;-10000048
100000003;-10000436
100000003;-10001067
100000003;-10001043
100000003;-10000737
100000003;-10000245
100000003;-10000348
100000003;-10000244
100000003;-10000987
100000003;-10000645
100000003;-10000406
100000003;-10000653
100000003;-10000233
100000003;-10000066
100000003;-10000385
100000003;-10000166
100000003;-10001152
100000003;-10000874
100000003;-10000513
100000003;-10000170
100000003;-10000720
100000003;-10000371
100000004;-10001009
100000004;-10000465
100000004;-10001010
100000004;-10000115
100000004;-10000927
100000004;-10001196
100000004;-10000082
100000004;-10000888
100000004;-10000003
100000004;-10001184
100000004;-10000267
100000004;-10000567
100000004;-10001015
100000004;-10001170
100000004;-10000354
100000004;-10000340
100000004;-10000107
100000004;-10000052
100000004;-10001129
100000004;-10000134
100000004;-10000215
100000004;-10000473
100000004;-10001075
100000004;-10000292
100000004;-10000903
100000004;-10001074
100000004;-10001121
100000004;-10000576
100000004;-10000566
100000004;-10000492
100000004;-10001114
100000004;-10000037
100000004;-10001137
100000004;-10000586
100000004;-10000159
100000004;-10000923
100000004;-10001093
100000004;-10000780
100000004;-10000155
100000004;-10000217
100000004;-10000058
100000004;-10000849
100000005;-10000722
100000005;-10000890
100000005;-10000914
100000005;-10000558
100000005;-10000207
100000005;-10000365
100000005;-10001158
100000005;-10000469
100000005;-10000101
100000005;-10000326
100000005;-10000498
100000005;-10000967
100000005;-10001011
100000005;-10000242
100000005;-10000247
100000005;-10001127
100000005;-10000892
100000005;-10000285
100000005;-10000112
100000005;-10000306
100000005;-10001079
100000005;-10000341
100000005;-10001051
100000005;-10000470
100000005;-10001125
100000005;-10000049
100000005;-10001130
100000005;-10000429
100000005;-10000257
100000005;-10000916
100000005;-10000549
100000005;-10000844
100000005;-10000920
100000005;-10000717
100000005;-10000977
100000005;-10000106
100000005;-10001114
100000005;-10001182
100000005;-10001137
100000005;-10000740
100000005;-10000186
100000005;-10000541
100000005;-10000433
100000005;-10000156
100000005;-10000626
100000005;-10000007
100000005;-10001171
100000005;-10000813
100000005;-10000839
100000005;-10000547
100000005;-10000506
100000005;-10000021
100000005;-10001054
100000006;-10000162
100000006;-10000018
100000006;-10000151
100000006;-10000639
100000006;-10000011
100000006;-10000455
100000006;-10000338
100000006;-10000942
100000006;-10001051
100000006;-10000969
100000006;-10001007
100000006;-10000080
100000006;-10000841
100000006;-10000549
100000006;-10001190
100000006;-10000278
100000006;-10000350
100000006;-10000249
100000006;-10000263
100000006;-10001105
100000006;-10000683
100000006;-10000746
100000006;-10001128
100000006;-10000281
100000006;-10000199
100000006;-10000933
100000006;-10000045
100000006;-10000604
100000006;-10000457
100000007;-10000741
100000007;-10000018
100000007;-10001039
100000007;-10001022
100000007;-10000486
100000007;-10000808
100000007;-10001155
100000007;-10000247
100000007;-10000275
100000007;-10000943
100000007;-10000388
100000007;-10000027
100000007;-10000414
100000007;-10000962
100000007;-10000276
100000007;-10000320
100000007;-10000260
100000007;-10000549
100000007;-10000615
100000007;-10000794
100000007;-10000263
100000007;-10000391
100000007;-10000457
100000007;-10000746
100000007;-10000435
100000007;-10000281
100000007;-10001012
100000007;-10000199
100000007;-10000709
100000007;-10000512
100000007;-10000896
100000007;-10000527
100000007;-10001171
100000007;-10000403
100000007;-10000021
100000008;-10000220
100000008;-10001016
100000008;-10000393
100000008;-10000751
100000008;-10000100
100000008;-10000181
100000008;-10000555
100000008;-10000294
100000008;-10000507
100000008;-10000203
100000008;-10000310
100000008;-10000054
100000008;-10000629
100000008;-10000333
100000008;-10001043
100000008;-10000023
100000008;-10000075
100000008;-10000103
100000008;-10001135
100000008;-10001089
100000008;-10000657
100000008;-10000363
100000008;-10001085
100000008;-10000736
100000008;-10000855
100000008;-10000711
100000008;-10000014
100000008;-10001153
100000008;-10001056
100000008;-10000424
100000008;-10001181
100000008;-10000460
100000008;-10000690
100000008;-10000088
100000008;-10000272
100000008;-10000674
100000008;-10001052
100000008;-10000440
100000008;-10000090
100000008;-10000900
100000008;-10000417
100000008;-10000659
100000008;-10000126
100000008;-10000291
100000008;-10000109
100000008;-10000093
100000008;-10000774
100000008;-10000236
100000008;-10000775
100000008;-10000081
100000008;-10001194
100000008;-10000626
100000008;-10000584
100000008;-10000293
100000008;-10000168
100000008;-10000869
100000008;-10000575
100000008;-10000235
100000008;-10000033
100000009;-10001045
100000009;-10000890
100000009;-10000905
100000009;-10000485
100000009;-10000431
100000009;-10001158
100000009;-10000218
100000009;-10000469
100000009;-10000505
100000009;-10000326
100000009;-10000498
100000009;-10001031
100000009;-10001011
100000009;-10001090
100000009;-10000124
100000009;-10000306
100000009;-10000239
100000009;-10000960
100000009;-10000731
100000009;-10000341
100000009;-10001051
100000009;-10000098
100000009;-10000520
100000009;-10000904
100000009;-10000867
100000009;-10000127
100000009;-10000167
100000009;-10001004
100000009;-10001130
100000009;-10000257
100000009;-10000804
100000009;-10000440
100000009;-10000557
100000009;-10000654
100000009;-10000728
100000009;-10000621
100000009;-10000106
100000009;-10000282
100000009;-10001180
100000009;-10000733
100000009;-10000541
100000009;-10000433
100000009;-10000343
100000009;-10000370
100000009;-10000128
100000009;-10000810
100000009;-10000026
100000009;-10000617
100000009;-10001162
100000010;-10000083
100000010;-10000039
100000010;-10001119
100000010;-10000817
100000010;-10000105
100000010;-10001174
100000010;-10000522
100000010;-10000414
100000010;-10000262
100000010;-10000231
100000010;-10000922
100000010;-10000122
100000010;-10000832
100000010;-10000473
100000010;-10000660
100000010;-10000461
100000010;-10001072
100000010;-10001128
100000010;-10000931
100000010;-10000684
100000010;-10000673
100000010;-10000366
100000010;-10000692
100000010;-10000696
100000010;-10000456
100000010;-10000022
100000010;-10001071
100000011;-10000819
100000011;-10000915
100000011;-10000332
100000011;-10000040
100000011;-10000811
100000011;-10000330
100000011;-10000455
100000011;-10000048
100000011;-10000817
100000011;-10000698
100000011;-10000939
100000011;-10000351
100000011;-10000143
100000011;-10000620
100000011;-10000275
100000011;-10000287
100000011;-10001043
100000011;-10000245
100000011;-10000141
100000011;-10000348
100000011;-10000987
100000011;-10000110
100000011;-10000363
100000011;-10000653
100000011;-10000233
100000011;-10000428
100000011;-10000230
100000011;-10000066
100000011;-10000385
100000011;-10000213
100000011;-10000166
100000011;-10000644
100000011;-10000909
100000011;-10000665
100000011;-10000513
100000011;-10000448
100000011;-10000625
100000011;-10000961
100000011;-10000637
100000011;-10000955
100000011;-10000583
100000011;-10000301
100000012;-10000852
100000012;-10000381
100000012;-10000407
100000012;-10000150
100000012;-10000915
100000012;-10001064
100000012;-10000222
100000012;-10000807
100000012;-10001141
100000012;-10000203
100000012;-10000048
100000012;-10000148
100000012;-10000620
100000012;-10000006
100000012;-10000087
100000012;-10001185
100000012;-10001043
100000012;-10000245
100000012;-10001174
100000012;-10001029
100000012;-10001173
100000012;-10000057
100000012;-10000348
100000012;-10000169
100000012;-10000987
100000012;-10000645
100000012;-10000349
100000012;-10000853
100000012;-10000290
100000012;-10000230
100000012;-10000562
100000012;-10000166
100000012;-10001152
100000012;-10000071
100000012;-10000909
100000012;-10000622
100000012;-10000221
100000012;-10000539
100000012;-10000504
100000012;-10001065
100000012;-10000140
100000012;-10000729
100000012;-10000395
100000012;-10001034
100000012;-10000894
100000012;-10000345
100000012;-10001042
100000012;-10000188
100000012;-10000433
100000012;-10000782
100000012;-10000136
100000012;-10000319
100000012;-10000055
100000012;-10001172
100000013;-10000905
100000013;-10000313
100000013;-10000503
100000013;-10001097
100000013;-10000469
100000013;-10000498
100000013;-10000437
100000013;-10000247
100000013;-10001090
100000013;-10001127
100000013;-10000911
100000013;-10000427
100000013;-10001051
100000013;-10000454
100000013;-10000098
100000013;-10000520
100000013;-10000277
100000013;-10001125
100000013;-10000227
100000013;-10000129
100000013;-10001004
100000013;-10001130
100000013;-10000176
100000013;-10001002
100000013;-10000557
100000013;-10000373
100000013;-10000142
100000013;-10001182
100000013;-10000740
100000013;-10000713
100000013;-10001081
100000013;-10000951
